#name,x,y,alt,heading,pitch,roll,f,px,py,k1,k2,k3,k4,t1,t2
img22.png,-29.21892323984692,-69.9492639110442,3.373165536021389,-146.662524609799,81.57005767630957,-173.410204323076,38.33108185167755,1.157694736481504e-002,-1.238109636183693e-002,-0.1629426733329543,0.613279320879573,0.2830596238042353,0,0,0
img23.png,-16.60801769848158,-73.6853804836155,3.418566168911628,-155.0214249595205,81.64096563319606,-172.2272489476868,37.91650315481833,1.662222897629364e-002,-9.329747495718112e-003,-0.1389974346295162,-0.9503380770551567,16.70642617942852,0,0,0
img24.png,-3.508633184627222,-76.24197932115766,3.442842638503546,-163.5490994107143,81.7485460618234,-171.1550744213676,37.91462048483403,2.488795588131303e-002,-7.292181545949463e-003,-8.64468441444817e-002,-2.071737722200309,19.87604902268102,0,0,0
img25.png,9.850135491034964,-76.42127773086352,3.495292121846029,-171.8477913657058,81.89719342039309,-169.8677181379816,37.97863071877513,3.32702532703879e-002,-4.565435220875428e-003,-0.1048150241175904,-2.849186789392145,38.77084936441703,0,0,0
img26.png,22.98245261870149,-74.65890063930308,3.53718751580562,179.9960152243121,82.13961578441807,-167.8429179648698,38.15551341159562,2.863001234788808e-002,-5.782332041081288e-004,-1.141010005360744e-002,-4.847524902551068,55.26817391502314,0,0,0
img27.png,35.9071664593091,-70.46467314625082,3.634910428771379,170.9828706576013,82.08293283235278,-166.325518180455,38.43404125151751,2.126116702112764e-002,-2.955393673325227e-003,1.736393288504318e-003,-4.294422846588575,46.22604490680059,0,0,0
img28.png,48.1445316485388,-64.56252331832403,3.818579653012625,161.4808591817416,81.76629017023743,-165.7501031653694,38.7606527120497,2.058841417136186e-002,-1.266692980395664e-002,0.2313952770952862,-10.17338247718498,92.68016379865287,0,0,0
img29.png,58.28946164185672,-55.69252376700854,4.011639817904447,151.9157793115234,81.5506878023736,-165.341228766911,38.61487861007654,1.920743329976214e-002,-1.830968819639133e-002,0.1738991446233296,-8.27967248519502,69.87514441989231,0,0,0
img30.png,66.70540291409043,-45.02513396527435,4.268333989037719,143.0834508905597,81.82636376180628,-163.8687177073921,38.37810258655556,1.398012372555251e-002,-1.503457177520526e-002,0.2288286849951341,-9.945823655039799,85.92287628409312,0,0,0
img31.png,73.29641134185162,-33.07557169992477,4.591161831465298,133.8650410690502,82.02422558018665,-162.6233923649586,38.25287052887379,7.847212397116304e-003,-1.458763810882849e-002,0.1394330322100321,-8.082238765741893,73.06546319788987,0,0,0
img32.png,77.76052157000797,-20.68640544948932,4.919102632167119,124.99551700583,82.37533932158425,-161.5100539355836,38.24484122569005,4.604417371801645e-003,-1.194459948590547e-002,-2.477624605497089e-002,-3.232852854557235,32.19943469163498,0,0,0
img33.png,80.09091511944651,-7.437945475089152,5.194915872543083,114.9470964109455,82.44813115270782,-161.6691155133119,38.21401524050048,7.383204594834753e-003,-1.431374598921246e-002,-0.1049889904746417,-1.329951087901095,24.68896779665048,0,0,0
img34.png,79.91041546279524,6.176587902404222,5.440342320121957,104.9030560913268,82.75428722414854,-161.4074349319961,38.17618466931177,4.860969473375147e-003,-1.183706703652093e-002,-0.3124439881479995,6.224629357581819,-56.33351777452826,0,0,0
img35.png,77.32387789015907,19.07894605509888,5.675211047187339,94.95654576219627,83.01658402492684,-161.4252034387501,37.94817563287212,3.68538329572223e-003,-1.000669333969614e-002,-0.2869846974157861,4.9419695566194,-40.53154558512477,0,0,0
